table_id,page_title,section_title,table_caption,headers,sample_data
table-1473-104,Draughts,Long-range kings; men can capture backwards,International draughts / American pool checkers family,"[""National variant"", ""Board size (in squares)"", ""Pieces per side"", ""Double-corner or light square on player's near-right?"", ""Who moves first?"", ""Capture constraints"", ""Notes""]","[[""[International_draughts|International draughts]"", ""10\u00d710"", ""20"", ""yes"", ""White"", ""A sequence must capture the maximum possible number of pieces."", ""[Netherlands|Netherlands]""], [""Ghanaian draughts"", ""10\u00d710"", ""20"", ""no"", ""White"", ""Any sequence may be chosen, as long as all possible captures are made. Accidentally passing up a king's capture opportunity leads to forfeiture of the king."", ""[Ghana|Ghana]""], [""Frisian draughts"", ""10\u00d710"", ""20"", ""yes"", ""White"", ""A sequence of capture must give the maximum \""value\"" to the capture, and a king (called a wolf) has a value of less than two men but more than one man. If a sequence with a capturing wolf and a sequence with a capturing man have the same value, the wolf must capture. The main difference with the other games is that the captures can be made diagonally, but also straight forward and sideways."", ""Played in Netherlands.""]]"
table-1473-105,Draughts,Long-range kings; men cannot capture backwards,Spanish draughts family,"[""National variant"", ""Board size"", ""Pieces per side"", ""Double-corner or light square on player's near-right?"", ""Who moves first?"", ""Capture constraints"", ""Notes""]","[[""Spanish draughts"", ""8\u00d78"", ""12"", ""Light square is on right, but double corner is on left, as play is on the light squares. (Play on the dark squares with dark square on right is Portuguese draughts.)"", ""White"", ""A sequence must capture the maximum possible number of pieces, and the maximum possible number of kings from all such sequences."", ""[Portugal|Portugal]""], [""Malaysian draughts"", ""12\u00d712"", ""30"", """", ""not fixed"", ""[Huff_(board_games)|huffing]"", ""[Malaysia|Malaysia]""], [""[Czech_draughts|Czech draughts]"", ""8\u00d78"", ""12"", """", ""White"", ""If there are sequences of captures with a man and other ones with a king, it is necessary to capture with a king. After that, any sequence may be chosen, as long as all possible captures are made in the chosen sequence."", ""This variant is from the family of the Spanish game.""]]"
table-1473-106,Draughts,No long-range kings; men cannot capture backwards,English draughts / American straight checkers family,"[""National variant"", ""Board size"", ""Pieces per side"", ""Double-corner or light square on player's near-right?"", ""Who moves first?"", ""Capture constraints"", ""Notes""]","[[""[English_draughts|English draughts]"", ""8\u00d78"", ""12"", ""yes"", ""Black"", ""Any sequence may be chosen, as long as all possible captures are made."", ""[United_States|United_States]""], [""[Italian_draughts|Italian draughts]"", ""8\u00d78"", ""12"", ""no"", ""White"", ""If multiple capture sequences are available, one must select the sequence that captures the most pieces. If more than one sequence qualifies, one must capture with a king instead of a man. If more than one sequence qualifies, one must select the sequence that captures the most number of kings. If there are still more sequences, one must select the sequence that captures a king first."", ""[Italy|Italy]""]]"
table-1473-640,List of TV5 TV and radio stations,TV5,TV5,"[""Branding"", ""Callsign"", ""Ch. #"", ""Power kW (ERP)"", ""Station Type"", ""Location (Transmitter Site)""]","[[""TV5 Manila (Channel-5)"", ""[DWET-TV|DWET-TV]"", ""TV-5"", ""60 kW (120 kW ERP)"", ""Originating"", ""[Metro_Manila|Metro Manila]""], [""TV5 Laoag (Channel-2)"", ""[DWTE-TV|DWTE-TV]"", ""TV-2"", ""2.5 kW (15 kW ERP)"", ""Relay"", ""[Laoag|Laoag]""], [""TV5 Vigan (Channel-4)"", ""DZYB-TV"", ""TV-4"", ""1 kW"", ""Relay"", ""[Vigan|Vigan]""]]"
table-1475-381,Holden VY Commodore,Powertrains,Powertrains,"[""[Engine_displacement|Engine displacement]"", ""Engine"", ""[Motive_power|Power]"", ""[Torque|Torque]"", ""[Transmission_(mechanics)|Transmission]"", ""Fuel type"", ""[Fuel_economy_in_automobiles|Fuel consumption]""]","[[""[V6_engine|V6]"", ""[Buick_V6_engine|ECOTEC (L36)]"", ""kW (hp)"", ""N\u00b7m (lb\u00b7ft)"", ""[Getrag_260_transmission|Getrag 260 (M35)]"", ""[Petrol_engine|Petrol]"", ""L/100km (mpg-US)""], [""[V6_engine|V6]"", ""[Buick_V6_engine|ECOTEC (L36)]"", ""kW (hp)"", ""N\u00b7m (lb\u00b7ft)"", ""[GM_4L60-E_transmission|GM 4L60-E]"", ""[Petrol_engine|Petrol]"", ""L/100km (mpg-US)""], [""[V6_engine|V6]"", ""[Buick_V6_engine|Supercharged ECOTEC (L67)]"", ""kW (hp)"", ""N\u00b7m (lb\u00b7ft)"", ""[GM_4L60-E_transmission|GM 4L60-E]"", ""[Petrol_engine|PULP]"", ""L/100km (mpg-US)""]]"
table-1477-808,Extendable instruction set computer,Instruction Set Architecture Family,Instruction Set Architecture Family,"[""Class"", ""Core"", ""Process"", ""Clock Freq."", ""Average IPC"", ""Peak MIPS"", ""Gate Counts"", ""Power Consumption (@0.18 \u03bcm)"", ""Pipelines"", ""SIMD-DSP""]","[[""SE"", ""SE1608"", ""16-bit CPU"", ""70 MHz@0.18 \u03bcm"", """", """", ""8K"", """", ""3 stages"", """"], [""SE"", ""SE3208"", ""32-bit CPU"", ""70 MHz@0.18 \u03bcm"", """", """", ""13K"", """", ""3 stages"", """"], [""AE"", ""AE32000C-Tiny"", ""32-bit CPU"", ""up to 100 MHz@0.18 \u03bcm"", ""over 0.8"", ""110 MIPS@100 MHz"", ""26-30K"", ""under 0.15 mW/MHz"", ""3 stages"", """"]]"
table-1478-421,Multi Media Interface,MMI Generations,MMI Generations,"["""", ""MMI Generation"", ""MMI Generation"", ""MMI Generation"", ""MMI Generation"", ""MMI Generation""]","[[""Display"", ""7-inch TFT color display VGA resolution (800*480)"", ""6.5-inch TFT color display 1/4 VGA resolution (480*240)"", ""7-inch TFT color display VGA resolution (800*480)"", ""7-inch TFT color display VGA resolution (800*480)"", ""7-inch TFT color display VGA resolution (800*480)""], [""Input"", """", """", """", ""[Audi_A8|A8]"", ""MMI TouchPad or dial""], [""Radio"", ""Sirius/HD-Radio/FM/AM"", ""Sirius/HD-Radio/FM/AM"", ""Sirius/HD-Radio/FM/AM"", ""Sirius/HD Radio/FM/AM"", ""Sirius/HD Radio/FM/AM""]]"
table-1478-467,Haliburton—Kawartha Lakes—Brock,Riding associations,Riding associations,"[""Party"", ""Party"", ""Association Name"", ""CEO"", ""HQ Address"", ""HQ City""]","[["""", ""[Christian_Heritage_Party_of_Canada|Christian Heritage Party of Canada]"", ""CHP - Haliburton\u2014Kawartha Lakes\u2014Brock"", ""(John) David Switzer"", ""1369 25th Line"", ""[Dysart_et_al,_Ontario|Haliburton]""], ["""", ""[Conservative_Party_of_Canada|Conservative Party of Canada]"", ""Haliburton\u2014Kawartha Lakes\u2014Brock Conservative Association"", ""Brenda Karagiannis"", ""PO BOX 810"", ""[Lindsay,_Ontario|Lindsay]""], ["""", ""[Liberal_Party_of_Canada|Liberal Party of Canada]"", ""Haliburton\u2014Kawartha Lakes\u2014Brock Federal Liberal Association"", ""Bob MacMorran"", ""PO BOX 878"", ""[Lindsay,_Ontario|Lindsay]""]]"
table-1478-556,Red Gap,Radio transmissions,Radio transmissions,"[""Frequency (MHz)"", ""Station"", ""Power (kW)"", ""Notes""]","[[""94.6"", ""[Classic_Hits_4FM|Classic_Hits_4FM]"", ""0.1"", ""Covers commuter belt area of County Kildare and County Meath.""], [""95.5"", ""[LMFM|LMFM]"", ""2"", ""Covers south County Meath. Notable for being well outside the stations coverage area of Counties Meath and Louth and provides significant coverage into North County Dublin""], [""97.6"", ""[Kfm_(Ireland)|Kfm]"", ""1"", ""Directional signal into County Kildare.""]]"
table-1478-737,List of Drexel University alumni,Science and engineering,Science and engineering,"[""Name"", ""Grad year"", ""Degree"", ""Notability"", ""Ref(s)""]","[[""[Paul_Baran|Paul Baran]"", ""1949"", ""BS"", ""[Packet_switching|packet switching]"", """"], [""[Samuel_P._De_Bow,_Jr.|Samuel P. De Bow, Jr.]"", ""1976"", ""BS"", ""[Rear_admiral_(United_States)|rear admiral]"", """"], [""[Bruce_Eisenstein|Bruce Eisenstein]"", ""1965"", ""MS"", ""[Institute_of_Electrical_and_Electronics_Engineers|Institute of Electrical and Electronics Engineers]"", """"]]"
table-1479-337,List of Olympic medalists in softball,Medal winners,Medal winners,"[""Games"", ""Gold"", ""Silver"", ""Bronze""]","[[""[Softball_at_the_1996_Summer_Olympics|1996 Atlanta]"", ""[United_States_at_the_1996_Summer_Olympics|United States]"", ""[China_at_the_1996_Summer_Olympics|China]"", ""[Australia_at_the_1996_Summer_Olympics|Australia]""], [""[Softball_at_the_2000_Summer_Olympics|2000 Sydney]"", ""[United_States_at_the_2000_Summer_Olympics|United States]"", ""[Japan_at_the_2000_Summer_Olympics|Japan]"", ""[Australia_at_the_2000_Summer_Olympics|Australia]""], [""[Softball_at_the_2004_Summer_Olympics|2004 Athens]"", ""[United_States_at_the_2004_Summer_Olympics|United States]"", ""[Australia_at_the_2004_Summer_Olympics|Australia]"", ""[Japan_at_the_2004_Summer_Olympics|Japan]""]]"
table-1479-55,Campinas,Composition,Composition,"[""Population"", ""% / inhabitants""]","[[""[Urban_area|Urban area]"", ""98,28% / 1,062,453""], [""[Rural_area|Rural area]"", ""1,72% / 18,546""]]"
table-1479-56,Campinas,Composition,Composition,"[""[Sex|Sex]"", ""% / inhabitants""]","[[""Male"", ""48,22% / 521,209""], [""Female"", ""51,78% / 559,790""]]"
table-1479-565,List of rice dishes,Rice dishes,Rice dishes,"[""Name"", ""Image"", ""Origin"", ""Description""]","[[""[Akki_rotti|Akki rotti]"", """", ""[India|India]"", ""\""Rice bread\""""], [""[Congee|Arroz caldo]"", """", ""[Philippines|Philippines]"", ""[Porridge|porridge]""], [""[Arroz_chaufa|Arroz chaufa]"", """", ""[Peru|Peru]"", ""\""Chow fun rice\""Chinese fried rice with a Peruvian twist""]]"
table-1480-745,Ministry of Commerce of the People's Republic of China,Departmental Structure,Departmental Structure,"[""Departments""]","[[""Foreign Economic Cooperation""], [""Fair Trade for Import and Export""], [""Market Economic Order""]]"
table-1482-244,Copies by Vincent van Gogh,Table of paintings,Table of paintings,"[""Millet Image"", ""Van Gogh Image"", ""Comments""]","[[""[Van_Gogh_Museum|Van Gogh Museum]"", ""[Hermitage_Museum|Hermitage Museum]"", ""[Woodcut|woodcuts]""], [""Noon: Rest 1866 Museum of Fine Arts, Boston"", ""[Mus\u00e9e_d'Orsay|Mus\u00e9e d'Orsay]"", ""While remaining true to Millet's composition, Van Gogh uses color to depict the peaceful nature of the mid-day rest. Use of contrasting colors, blue-violet against yellow-orange brings an intensity to the work that is uniquely his style.""], [""The End of the Day 1867-69 Memorial Art Gallery of the University of Rochester, Rochester"", ""[Komaki,_Aichi|Komaki,_Aichi]"", ""[Pointillism|pointillistic]""]]"
table-1482-277,2002 Commonwealth Games,Participating Countries,Participating Countries,"[""Participating Commonwealth Countries & Territories""]","[[""[Australia_at_the_2002_Commonwealth_Games|Australia]""]]"
table-1482-371,Pit bull,Air carrier restrictions,Air carrier restrictions,"[""Airline"", ""Reason"", ""Details""]","[[""[Air_France|Air France]"", ""Safety"", ""Dogs \""similar in morphology\"" to Staffordshire Terriers, mastiff (boerboel), tosa, and pit bulls may not be transported or shipped by air.""], [""[Alaska_Airlines|Alaska Airlines]"", ""Health"", ""Dog breeds including American Pit Bull Terriers, American Staffordshire Terriers, Staffordshire Bull Terriers, fly at their owner's risk, with no additional compensation if the dog suffers injury or dies during transit. The airline may refuse to accept the dog if it feels outside temperatures are too extreme for the animal's safety.""], [""[American_Airlines|American Airlines]"", ""Health"", ""American Airlines will not accept brachycephalic or snub-nosed dogs as checked luggage.""]]"
table-1482-885,Micro Instrumentation and Telemetry Systems,MITS calculators,MITS calculators,"[""Model"", ""Description"", ""Introduced"", ""Kit Price"", ""Assembled""]","[[""816"", ""Desktop, 8-digit display, 16-digit calculations 4-function"", ""Nov. 1971"", ""$179"", ""$275""], [""1440"", ""Desktop, 14-digit display, square root, memory"", ""Jun. 1972"", ""$199.95"", ""$249.95""], [""816B"", ""Desktop, 8-digit display, 16-digit calculations, 4-function"", ""Jun. 1972"", ""$149.95"", ""$189.95""]]"
table-1482-914,Mo Farah,Achievements,Achievements,"[""Event"", ""Distance"", ""Placing"", ""Medal""]","[[""[2005_European_Athletics_Indoor_Championships|2005 European Indoor Athletics Championships]"", ""3000m"", ""6th"", ""None""], [""[2006_European_Cross_Country_Championships|2006 European Cross Country Championships]"", ""10,000m"", ""1st"", ""Gold medal""], [""[2006_European_Cross_Country_Championships|2006 European Cross Country Championships]"", ""Men's team"", ""4th"", ""None""]]"
table-1483-428,Avantasia,Musicians,Musicians,"[""Musician"", ""Associated bands"", ""[Avantasia_(song)|Avantasia]"", ""[The_Metal_Opera|The Metal Opera]"", ""[The_Metal_Opera_Part_II|The Metal Opera Part II]"", ""[Lost_in_Space_Part_I|Lost in Space Part I]"", ""[Lost_in_Space_Part_II|Lost in Space Part II]"", ""[The_Scarecrow_(album)|The Scarecrow]"", ""[The_Wicked_Symphony|The Wicked Symphony]"", ""[Angel_of_Babylon|Angel of Babylon]"", ""[The_Mystery_of_Time|The Mystery of Time]""]","[[""[Tobias_Sammet|Tobias Sammet]"", ""[Edguy|Edguy]"", ""Keyboards (all)"", ""Keyboards (all)"", ""Keyboards (all) Bass (10)"", ""Bass (all)"", ""Bass (all)"", ""Bass (all)"", ""Bass (all)"", ""Bass (all)"", ""Bass (all)""], [""[Henjo_Richter|Henjo Richter]"", ""[Gamma_Ray_(band)|Gamma Ray]"", ""Guitars (all)"", ""Guitars (all)"", ""Guitars (all)"", ""Lead guitar (3)"", ""Lead guitar (2, 3, 4)"", ""Lead guitar (2, 3, 6, 7, 8)"", """", ""Lead guitar (10)"", """"], [""[Markus_Grosskopf|Markus Grosskopf]"", ""[Helloween|Helloween]"", ""Bass (all)"", ""Bass (all)"", ""Bass (all)"", """", """", """", """", """", """"]]"
table-1484-894,Motorola 68000 family,Feature map,Feature map,"[""Year"", ""CPU"", ""[Chip_carrier|Package]"", ""Frequency (max) [MHz]"", ""Address bus bits"", ""[Memory_management_unit|MMU]"", ""[Floating-point_unit|FPU]""]","[[""1979"", ""[Motorola_68000|68000]"", ""[Dual_in-line_package|DIP]"", ""8 - 20"", ""24"", ""-"", ""-""], [""1982"", ""[Motorola_68010|68010]"", ""64-pin DIP , 68-pin PLCC , 68-pin PGA"", ""8 - 16.67"", ""24"", ""[Motorola_68451|68451]"", ""-""], [""1984"", ""[Motorola_68020|68020]"", ""114-pin PGA"", ""12.5 - 33.33"", ""32"", ""[Motorola_68851|68851]"", ""[Motorola_68881|68881]""]]"
table-1485-305,List of Prime Ministers of Turkey,Prime Ministers of the   (1920–1923),Prime Ministers of the   (1920–1923),"[""No."", ""Name (Born\u2013Died)"", ""Picture"", ""Term"", ""Took Office"", ""Left Office"", ""Background""]","[[""1"", ""[Mustafa_Kemal_Atat\u00fcrk|Mustafa Kemal Atat\u00fcrk]"", """", """", ""3 May 1920"", ""24 January 1921"", ""[Republican_People's_Party_(Turkey)|Republican People's Party]""], [""2"", ""[Fevzi_\u00c7akmak|Fevzi \u00c7akmak]"", """", ""1st"", ""24 January 1921"", ""19 May 1921"", ""[Republican_People's_Party_(Turkey)|Republican People's Party]""], [""2"", ""[Fevzi_\u00c7akmak|Fevzi \u00c7akmak]"", """", ""2nd"", ""19 May 1921"", ""9 July 1922"", ""[Republican_People's_Party_(Turkey)|Republican People's Party]""]]"
table-1485-517,Silesian Voivodeship (1920–39),Counties ( ),Counties ( ),"[""Powiat"", ""[Population|Population]"", ""[Area|Area]""]","[[""[Katowice|Katowice]"", ""357,300"", ""213km\u00b2""], [""[Rybnik|Rybnik]"", ""212,900"", ""890km\u00b2""], [""[Cieszyn|Cieszyn]"", ""176,600"", ""1 305km\u00b2""]]"
table-1486-330,Gifford Pinchot National Forest,Major Lakes,Major Lakes,"["""", ""Lake"", ""Area""]","[[""1"", ""[Spirit_Lake_(Washington)|Spirit Lake]"", ""[Mount_St._Helens_National_Volcanic_Monument|Mount St. Helens National Volcanic Monument]""], [""2"", ""Blue Lake"", ""[Cispus_River|Cispus River]""], [""3"", ""Walupt Lake"", ""[Goat_Rocks|Goat Rocks]""]]"
table-1487-841,Cello,Sizes,Sizes,"[""Approximate dimensions for 4/4 size cello"", ""Average size""]","[[""Approximate width horizontally from A peg to C peg ends"", ""inches (cm)""], [""Back length excluding half-round where neck joins"", ""inches (cm)""], [""Upper bouts (shoulders)"", ""inches (cm)""]]"
table-1488-50,William Colenso,Life,Life,"[""[New_Zealand_Parliament|<span style=\""color:black\""> Parliament of New Zealand</span> ]"", ""[New_Zealand_Parliament|<span style=\""color:black\""> Parliament of New Zealand</span> ]"", ""[New_Zealand_Parliament|<span style=\""color:black\""> Parliament of New Zealand</span> ]"", ""[New_Zealand_Parliament|<span style=\""color:black\""> Parliament of New Zealand</span> ]""]","[[""Years"", ""Term"", ""Electorate"", ""Party""], [""[Napier_by-election,_1861|1861]"", ""[3rd_New_Zealand_Parliament|3rd]"", ""[Napier_(New_Zealand_electorate)|Napier]"", ""[Independent_politician|Independent]""]]"
table-1488-888,Demographics of Queens,General statistics,"Racial groups 
 , ethnicity, and religious groups of Queens compared to NYC, Long Island, state and nation","[""Place"", ""Population 2010 census"", ""% white"", ""% black or African American"", ""% Asian"", ""% Other"", ""% mixed race"", ""% Hispanic/ Latino of any race"", """", ""[Catholic_Church|Catholic]"", ""% not affiliated"", ""[Jews|Jews]"", ""[Protestantism|Protestantism]"", ""Estimate of % not reporting""]","[["""", """", ""Race"", ""Race"", ""Race"", ""Race"", ""Race"", ""Ethnicity"", """", ""Religious groups"", ""Religious groups"", ""Religious groups"", ""Religious groups"", ""Religious groups""], [""Queens"", ""2,230,722"", ""39.7"", ""19.1"", ""22.9"", ""13.7"", ""4.5"", ""27.5"", """", ""29"", ""37"", ""11"", ""5"", ""15""], [""NYC Total"", ""8,175,133"", ""44.0"", ""25.5"", ""12.7"", ""13.8"", ""4.0"", ""28.6"", """", ""37"", ""17"", ""13"", ""6"", ""24""]]"
